delta,trans_satoshis
123,22.1860431173
110,22.0935290588
154,22.0864305121
196,22.1069540997
155,21.5893586223
167,24.9710239643
101,27.3159912278
120,24.4182045845
123,27.7449551456
180,31.262852080745823
129,25.0855445272
148,26.4587435645
100,27.3103856325
164,39.71825629461998
157,20.0872698552
189,24.4689983846
118,22.7529039044
153,29.7116816328
195,20.15971824
196,21.5724141307
150,28.0476033387
107,28.5067262484
189,27.5822027092
150,27.2983215665
113,26.5745258856
130,28.4423461297
137,21.8193517647
121,27.3092966005
137,27.2238507453
181,24.7775156981
108,23.0357470059
148,22.5384857931
129,29.2939196316
135,20.0716454454
188,26.4462451958
153,28.9217982795
152,28.4768217053
158,20.917924035
163,20.8477326924
171,24.298495903
199,21.8896963788
118,20.3362907761
194,23.2997805694
162,25.3375692191
160,22.2650785275
150,20.7086543357
133,29.8228022622
164,58.213146859286425
182,26.0208748737
142,29.4524801001
182,23.0597454416
111,24.7990757304
199,43.61400932383728
154,21.0570735634
198,24.6572711279
106,29.9522558006
109,27.1397448457
157,20.0149072847
153,28.7376710417
187,24.6992657631
182,20.1436043635
173,27.4087286867
124,22.606810206
163,24.1914224928
173,20.0147148204
124,21.1617145929
141,22.5094371324
164,29.0980621763
191,21.5198253498
183,21.3407770487
178,59.05585033407967
161,21.6609479926
125,21.9669744967
121,24.7093430459
125,24.4109363432
182,24.2360861445
182,20.2651176997
115,23.155066768
135,24.4861820084
189,28.8677055915
129,21.8693674367
171,26.2504960561
137,22.9537669642
194,23.8171020319
109,27.1392912335
110,20.7644996516
185,21.4907249213
100,26.3355867439
140,21.6365532111
163,27.2450629088
